Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001H-12R-5, 97.0 cm",NULL,336.235,336.235,336.235,336.235,"C0001H-12R-5, 98.0 cm",NULL,336.245,336.245,336.245,336.245,"C0001H-12R-5 WR, 97.0--98.0 cm",CKY000000000000392500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-27T20:36:11Z,NULL,NULL,NULL,NULL,0.08871,0.73657,0.24285,12/13/2007,kuriharar,2008-02-25T07:48:21Z
"C0001H-12R-5, 97.5 cm",NULL,336.24,336.24,336.24,336.24,"C0001H-12R-5, 97.5 cm",NULL,336.24,336.24,336.24,336.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3996516,3.330297,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-13R-5, 0.0 cm",NULL,345.74,345.74,345.74,345.74,"C0001H-13R-5, 1.0 cm",NULL,345.75,345.75,345.75,345.75,"C0001H-13R-5 WR, 0.0--1.0 cm",CKY000000000000381900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T09:54:21Z,NULL,NULL,NULL,NULL,0.06795,0.66467,0.23933,12/2/2007,kuriharar,2008-02-25T07:48:21Z
"C0001H-13R-5, 0.5 cm",NULL,345.745,345.745,345.745,345.745,"C0001H-13R-5, 0.5 cm",NULL,345.745,345.745,345.745,345.745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5957847,4.964674,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-13R-6, 59.0 cm",NULL,346.745,346.745,346.745,346.745,"C0001H-13R-6, 60.0 cm",NULL,346.755,346.755,346.755,346.755,"C0001H-13R-6 WR, 59.0--60.0 cm",CKY000000000000393400,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T22:18:17Z,NULL,NULL,NULL,NULL,0.09494,0.60716,0.34055,12/13/2007,kuriharar,2008-02-25T07:48:22Z
"C0001H-13R-6, 59.5 cm",NULL,346.75,346.75,346.75,346.75,"C0001H-13R-6, 59.5 cm",NULL,346.75,346.75,346.75,346.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2246974,1.872403,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-3, 59.0 cm",NULL,353.415,353.415,353.415,353.415,"C0001H-14R-3, 60.0 cm",NULL,353.425,353.425,353.425,353.425,"C0001H-14R-3 WR, 59.0--60.0 cm",CKY000000000000394100,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T23:15:45Z,NULL,NULL,NULL,NULL,0.10558,0.91771,4.85231,12/13/2007,kuriharar,2008-02-25T07:48:22Z
"C0001H-14R-3, 59.5 cm",NULL,353.42,353.42,353.42,353.42,"C0001H-14R-3, 59.5 cm",NULL,353.42,353.42,353.42,353.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5063142,4.219117,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-4, 0.0 cm",NULL,353.825,353.825,353.825,353.825,"C0001H-14R-4, 1.0 cm",NULL,353.835,353.835,353.835,353.835,"C0001H-14R-4 WR, 0.0--1.0 cm",CKY000000000000382700,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T10:53:43Z,NULL,NULL,NULL,NULL,0.08005,0.61703,0.41107,12/2/2007,kuriharar,2008-02-25T07:48:23Z
"C0001H-14R-4, 0.5 cm",NULL,353.83,353.83,353.83,353.83,"C0001H-14R-4, 0.5 cm",NULL,353.83,353.83,353.83,353.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4638598,3.865344,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-6, 76.0 cm",NULL,356.42,356.42,356.42,356.42,"C0001H-14R-6, 77.0 cm",NULL,356.43,356.43,356.43,356.43,"C0001H-14R-6 WR, 76.0--77.0 cm",CKY000000000000399300,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-28T00:04:12Z,NULL,NULL,NULL,NULL,0.10243,0.78611,0.36517,12/13/2007,kuriharar,2008-02-25T07:48:23Z
"C0001H-14R-6, 76.5 cm",NULL,356.425,356.425,356.425,356.425,"C0001H-14R-6, 76.5 cm",NULL,356.425,356.425,356.425,356.425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2609941,2.174864,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-15R-1, 95.0 cm",NULL,360.45,360.45,360.45,360.45,"C0001H-15R-1, 96.0 cm",NULL,360.46,360.46,360.46,360.46,"C0001H-15R-1 WR, 95.0--96.0 cm",CKY000000000000408000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T07:36:21Z,NULL,NULL,NULL,NULL,0.1116,1.12497,0.29638,12/13/2007,kuriharar,2008-02-25T07:48:24Z
"C0001H-15R-1, 95.5 cm",NULL,360.455,360.455,360.455,360.455,"C0001H-15R-1, 95.5 cm",NULL,360.455,360.455,360.455,360.455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6105638,5.087828,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-15R-1, 112.0 cm",NULL,360.62,360.62,360.62,360.62,"C0001H-15R-1, 113.0 cm",NULL,360.63,360.63,360.63,360.63,"C0001H-15R-1 WR, 112.0--113.0 cm",CKY000000000000407400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T07:10:30Z,NULL,NULL,NULL,NULL,0.1105,1.13213,0.1517,12/13/2007,kuriharar,2008-02-25T07:48:23Z
"C0001H-15R-1, 112.5 cm",NULL,360.625,360.625,360.625,360.625,"C0001H-15R-1, 112.5 cm",NULL,360.625,360.625,360.625,360.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.594852,4.956902,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-15R-5, 8.0 cm",NULL,363.92,363.92,363.92,363.92,"C0001H-15R-5, 9.0 cm",NULL,363.93,363.93,363.93,363.93,"C0001H-15R-5 WR, 8.0--9.0 cm",CKY000000000000408600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T07:53:59Z,NULL,NULL,NULL,NULL,0.09481,0.67621,0.30718,12/2/2007,kuriharar,2008-02-25T07:48:24Z
"C0001H-15R-5, 8.5 cm",NULL,363.925,363.925,363.925,363.925,"C0001H-15R-5, 8.5 cm",NULL,363.925,363.925,363.925,363.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3776719,3.14714,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-16R-3, 84.0 cm",NULL,372.665,372.665,372.665,372.665,"C0001H-16R-3, 85.0 cm",NULL,372.675,372.675,372.675,372.675,"C0001H-16R-3 WR, 84.0--85.0 cm",CKY000000000000409300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T08:27:43Z,NULL,NULL,NULL,NULL,0.08108,1.16655,0.25429,12/13/2007,kuriharar,2008-02-25T07:48:24Z
"C0001H-16R-3, 84.5 cm",NULL,372.67,372.67,372.67,372.67,"C0001H-16R-3, 84.5 cm",NULL,372.67,372.67,372.67,372.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6623734,5.519557,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-16R-4, 0.0 cm",NULL,372.825,372.825,372.825,372.825,"C0001H-16R-4, 1.0 cm",NULL,372.835,372.835,372.835,372.835,"C0001H-16R-4 WR, 0.0--1.0 cm",CKY000000000000385100,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T13:33:29Z,NULL,NULL,NULL,NULL,0.0589,0.95973,0.39348,12/3/2007,kuriharar,2008-02-25T07:48:25Z
"C0001H-16R-4, 0.5 cm",NULL,372.83,372.83,372.83,372.83,"C0001H-16R-4, 0.5 cm",NULL,372.83,372.83,372.83,372.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5689,4.740644,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-16R-5, 126.0 cm",NULL,374.515,374.515,374.515,374.515,"C0001H-16R-5, 127.0 cm",NULL,374.525,374.525,374.525,374.525,"C0001H-16R-5 WR, 126.0--127.0 cm",CKY000000000000409900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T10:10:43Z,NULL,NULL,NULL,NULL,0.08283,1.04506,0.3418,12/13/2007,kuriharar,2008-02-25T07:48:25Z
"C0001H-16R-5, 126.5 cm",NULL,374.52,374.52,374.52,374.52,"C0001H-16R-5, 126.5 cm",NULL,374.52,374.52,374.52,374.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6127388,5.105953,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-17R-2, 74.0 cm",NULL,380.65,380.65,380.65,380.65,"C0001H-17R-2, 75.0 cm",NULL,380.66,380.66,380.66,380.66,"C0001H-17R-2 WR, 74.0--75.0 cm",CKY000000000000410400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T10:24:56Z,NULL,NULL,NULL,NULL,0.04824,0.71123,0.27787,12/3/2007,kuriharar,2008-02-25T07:48:26Z
"C0001H-17R-2, 74.5 cm",NULL,380.655,380.655,380.655,380.655,"C0001H-17R-2, 74.5 cm",NULL,380.655,380.655,380.655,380.655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4515782,3.763001,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-18R-1, 44.0 cm",NULL,388.44,388.44,388.44,388.44,"C0001H-18R-1, 45.0 cm",NULL,388.45,388.45,388.45,388.45,"C0001H-18R-1 WR, 44.0--45.0 cm",CKY000000000000411000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T13:02:32Z,NULL,NULL,NULL,NULL,0.08525,0.71871,0.28917,12/13/2007,kuriharar,2008-02-25T07:48:26Z
"C0001H-18R-1, 44.5 cm",NULL,388.445,388.445,388.445,388.445,"C0001H-18R-1, 44.5 cm",NULL,388.445,388.445,388.445,388.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26901,2.241661,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-18R-3, 22.0 cm",NULL,390.645,390.645,390.645,390.645,"C0001H-18R-3, 24.0 cm",NULL,390.665,390.665,390.665,390.665,"C0001H-18R-3 WR, 22.0--24.0 cm",CKY000000000000387100,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-27T16:46:03Z,NULL,NULL,NULL,NULL,0.07345,0.38122,0.69066,12/3/2007,kuriharar,2008-02-25T07:48:26Z
"C0001H-18R-3, 23.0 cm",NULL,390.655,390.655,390.655,390.655,"C0001H-18R-3, 23.0 cm",NULL,390.655,390.655,390.655,390.655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09316279,0.7763255,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-19R-2, 65.0 cm",NULL,399.565,399.565,399.565,399.565,"C0001H-19R-2, 66.0 cm",NULL,399.575,399.575,399.575,399.575,"C0001H-19R-2 WR, 65.0--66.0 cm",CKY000000000000412200,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T14:09:19Z,NULL,NULL,NULL,NULL,0.0888,0.8395,0.68956,12/13/2007,kuriharar,2008-02-25T07:48:27Z
"C0001H-19R-2, 65.5 cm",NULL,399.57,399.57,399.57,399.57,"C0001H-19R-2, 65.5 cm",NULL,399.57,399.57,399.57,399.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.413842,3.448545,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-19R-2, 76.0 cm",NULL,399.675,399.675,399.675,399.675,"C0001H-19R-2, 77.0 cm",NULL,399.685,399.685,399.685,399.685,"C0001H-19R-2 WR, 76.0--77.0 cm",CKY000000000000411600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T13:51:12Z,NULL,NULL,NULL,NULL,0.09946,1.00487,0.32247,12/13/2007,kuriharar,2008-02-25T07:48:27Z
"C0001H-19R-2, 76.5 cm",NULL,399.68,399.68,399.68,399.68,"C0001H-19R-2, 76.5 cm",NULL,399.68,399.68,399.68,399.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5248246,4.373363,miyabes,2007-12-11T10:53:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-19R-3, 39.0 cm",NULL,400.3,400.3,400.3,400.3,"C0001H-19R-3, 40.0 cm",NULL,400.31,400.31,400.31,400.31,"C0001H-19R-3 WR, 39.0--40.0 cm",CKY000000000000387900,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T18:06:39Z,NULL,NULL,NULL,NULL,0.09751,1.3672,0.57225,12/3/2007,kuriharar,2008-02-25T07:48:27Z
"C0001H-19R-3, 39.5 cm",NULL,400.305,400.305,400.305,400.305,"C0001H-19R-3, 39.5 cm",NULL,400.305,400.305,400.305,400.305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8136419,6.780078,miyabes,2007-12-11T10:53:27Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-19R-4, 15.0 cm",NULL,400.48,400.48,400.48,400.48,"C0001H-19R-4, 16.0 cm",NULL,400.49,400.49,400.49,400.49,"C0001H-19R-4 WR, 15.0--16.0 cm",CKY000000000000412800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T14:22:08Z,NULL,NULL,NULL,NULL,0.09861,1.06075,0.24826,12/13/2007,kuriharar,2008-02-25T07:48:28Z
"C0001H-19R-4, 15.5 cm",NULL,400.485,400.485,400.485,400.485,"C0001H-19R-4, 15.5 cm",NULL,400.485,400.485,400.485,400.485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5608193,4.673307,miyabes,2007-12-11T10:53:27Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-21R-2, 66.0 cm",NULL,414.57,414.57,414.57,414.57,"C0001H-21R-2, 67.0 cm",NULL,414.58,414.58,414.58,414.58,"C0001H-21R-2 WR, 66.0--67.0 cm",CKY000000000000415300,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-28T18:24:41Z,NULL,NULL,NULL,NULL,0.08753,0.58803,0.17337,12/13/2007,kuriharar,2008-02-25T07:48:28Z
"C0001H-21R-2, 66.5 cm",NULL,414.575,414.575,414.575,414.575,"C0001H-21R-2, 66.5 cm",NULL,414.575,414.575,414.575,414.575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1985695,1.65468,miyabes,2007-12-11T10:53:27Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-21R-3, 0.0 cm",NULL,414.89,414.89,414.89,414.89,"C0001H-21R-3, 2.0 cm",NULL,414.91,414.91,414.91,414.91,"C0001H-21R-3 WR, 0.0--2.0 cm",CKY000000000000405500,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-28T02:50:32Z,NULL,NULL,NULL,NULL,0.10001,0.75386,0.32757,12/3/2007,kuriharar,2008-02-25T07:48:29Z
"C0001H-21R-3, 1.0 cm",NULL,414.9,414.9,414.9,414.9,"C0001H-21R-3, 1.0 cm",NULL,414.9,414.9,414.9,414.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3289797,2.741388,miyabes,2007-12-11T10:53:27Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-21R-4, 71.0 cm",NULL,416.06,416.06,416.06,416.06,"C0001H-21R-4, 72.0 cm",NULL,416.07,416.07,416.07,416.07,"C0001H-21R-4 WR, 71.0--72.0 cm",CKY000000000000416300,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-28T19:17:31Z,NULL,NULL,NULL,NULL,0.09919,1.06836,0.17271,12/13/2007,kuriharar,2008-02-25T07:48:29Z
"C0001H-21R-4, 71.5 cm",NULL,416.065,416.065,416.065,416.065,"C0001H-21R-4, 71.5 cm",NULL,416.065,416.065,416.065,416.065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6331885,5.27636,miyabes,2007-12-11T10:53:27Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-22R-2, 92.0 cm",NULL,421.84,421.84,421.84,421.84,"C0001H-22R-2, 94.0 cm",NULL,421.86,421.86,421.86,421.86,"C0001H-22R-2 WR, 92.0--94.0 cm",CKY000000000000417300,CARB,NULL,100,underwoodm315,NULL,CKY,2007-11-28T20:10:20Z,NULL,NULL,NULL,NULL,0.09974,0.70164,0.74285,12/3/2007,kuriharar,2008-02-25T07:48:29Z
"C0001H-22R-2, 93.0 cm",NULL,421.85,421.85,421.85,421.85,"C0001H-22R-2, 93.0 cm",NULL,421.85,421.85,421.85,421.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2820839,2.350605,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-23R-2, 0.0 cm",NULL,430.415,430.415,430.415,430.415,"C0001H-23R-2, 1.0 cm",NULL,430.425,430.425,430.425,430.425,"C0001H-23R-2 WR, 0.0--1.0 cm",CKY000000000000406000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T03:47:51Z,NULL,NULL,NULL,NULL,0.09642,0.5057,0.30307,12/3/2007,kuriharar,2008-02-25T07:48:30Z
"C0001H-23R-2, 0.5 cm",NULL,430.42,430.42,430.42,430.42,"C0001H-23R-2, 0.5 cm",NULL,430.42,430.42,430.42,430.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2340552,1.950382,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-23R-3, 20.0 cm",NULL,430.93,430.93,430.93,430.93,"C0001H-23R-3, 21.0 cm",NULL,430.94,430.94,430.94,430.94,"C0001H-23R-3 WR, 20.0--21.0 cm",CKY000000000000426600,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-28T23:04:22Z,NULL,NULL,NULL,NULL,0.09065,0.75434,0.46568,12/13/2007,kuriharar,2008-02-25T07:48:30Z
"C0001H-23R-3, 20.5 cm",NULL,430.935,430.935,430.935,430.935,"C0001H-23R-3, 20.5 cm",NULL,430.935,430.935,430.935,430.935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3926964,3.272339,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-24R-1, 36.0 cm",NULL,438.86,438.86,438.86,438.86,"C0001H-24R-1, 37.0 cm",NULL,438.87,438.87,438.87,438.87,"C0001H-24R-1 WR, 36.0--37.0 cm",CKY000000000000429500,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-28T23:39:36Z,NULL,NULL,NULL,NULL,0.09105,1.21691,0.17158,12/13/2007,kuriharar,2008-02-25T07:48:30Z
"C0001H-24R-1, 36.5 cm",NULL,438.865,438.865,438.865,438.865,"C0001H-24R-1, 36.5 cm",NULL,438.865,438.865,438.865,438.865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7642211,6.368255,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-24R-2, 0.0 cm",NULL,439.935,439.935,439.935,439.935,"C0001H-24R-2, 1.0 cm",NULL,439.945,439.945,439.945,439.945,"C0001H-24R-2 WR, 0.0--1.0 cm",CKY000000000000406800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-28T06:29:08Z,NULL,NULL,NULL,NULL,0.09657,1.29245,0.27702,12/3/2007,kuriharar,2008-02-25T07:48:31Z
"C0001H-24R-2, 0.5 cm",NULL,439.94,439.94,439.94,439.94,"C0001H-24R-2, 0.5 cm",NULL,439.94,439.94,439.94,439.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9352798,7.793687,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-24R-3, 19.0 cm",NULL,440.535,440.535,440.535,440.535,"C0001H-24R-3, 20.0 cm",NULL,440.545,440.545,440.545,440.545,"C0001H-24R-3 WR, 19.0--20.0 cm",CKY000000000000430300,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-29T00:05:08Z,NULL,NULL,NULL,NULL,0.07169,0.60831,0.12469,12/13/2007,kuriharar,2008-02-25T07:48:31Z
"C0001H-24R-3, 19.5 cm",NULL,440.54,440.54,440.54,440.54,"C0001H-24R-3, 19.5 cm",NULL,440.54,440.54,440.54,440.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3699225,3.082565,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-25R-1, 69.0 cm",NULL,447.89,447.89,447.89,447.89,"C0001H-25R-1, 70.0 cm",NULL,447.9,447.9,447.9,447.9,"C0001H-25R-1 WR, 69.0--70.0 cm",CKY000000000000466200,CARB,NULL,2,hirono315,NULL,CKY,2007-11-30T10:37:24Z,NULL,NULL,NULL,NULL,0.08287,0.90259,0.23204,12/3/2007,kuriharar,2008-02-25T07:48:32Z
"C0001H-25R-1, 69.5 cm",NULL,447.895,447.895,447.895,447.895,"C0001H-25R-1, 69.5 cm",NULL,447.895,447.895,447.895,447.895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6319334,5.265901,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-25R-1, 100.0 cm",NULL,448.2,448.2,448.2,448.2,"C0001H-25R-1, 101.0 cm",NULL,448.21,448.21,448.21,448.21,"C0001H-25R-1 WR, 100.0--101.0 cm",CKY000000000000466800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-30T10:37:25Z,NULL,NULL,NULL,NULL,0.07594,0.64027,0.22377,12/13/2007,kuriharar,2008-02-25T07:48:32Z
"C0001H-25R-1, 100.5 cm",NULL,448.205,448.205,448.205,448.205,"C0001H-25R-1, 100.5 cm",NULL,448.205,448.205,448.205,448.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4008916,3.34063,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-25R-2, 9.0 cm",NULL,448.7,448.7,448.7,448.7,"C0001H-25R-2, 10.0 cm",NULL,448.71,448.71,448.71,448.71,"C0001H-25R-2 WR, 9.0--10.0 cm",CKY000000000000467400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-30T10:37:27Z,NULL,NULL,NULL,NULL,0.09355,0.85273,0.12682,12/13/2007,kuriharar,2008-02-25T07:48:32Z
"C0001H-25R-2, 9.5 cm",NULL,448.705,448.705,448.705,448.705,"C0001H-25R-2, 9.5 cm",NULL,448.705,448.705,448.705,448.705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4916111,4.096595,miyabes,2007-12-11T10:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
